# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = test_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 608018223
# output
#   file = output3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y,x.1,x.2,x.3,Z.1.1,Z.2.1,Z.3.1,Z.4.1,Z.1.2,Z.2.2,Z.3.2,Z.4.2,Z.1.3,Z.2.3,Z.3.3,Z.4.3,Z.1.4,Z.2.4,Z.3.4,Z.4.4,Z.1.5,Z.2.5,Z.3.5,Z.4.5,Z.1.6,Z.2.6,Z.3.6,Z.4.6
-14.5185,1,0.582431,3,7,0,35.0236,0.591119,0.177202,2.49594,3.95435,1.98104,0.177921,2.1411,2.59147,5.23196,0.752081,1.62603,5.23509,-0.11949,-1.27274,7.01531,4.82694,-3.82592,-1.74985,4.39675,10.018,-2.35423,2.13754,3.81337,4.96601,-1.1558,-0.071276,15.5098,10.3019
-14.2591,0.980509,0.582431,3,7,0,27.0129,-2.40431,1.47433,1.60223,2.39915,1.62698,2.33206,3.55497,5.1309,-1.59176,0.742648,0.99126,4.93963,0.405521,8.12441,-3.04702,3.64704,-0.555651,0.69839,-0.664713,7.2397,-0.398747,5.20976,7.40076,6.28356,-4.20581,-10.429,4.26631,4.15045
-15.3389,0.968532,0.582431,3,7,0,25.6791,2.39024,1.11463,1.94614,2.95891,0.386758,2.43347,1.73451,2.47834,3.54929,5.75817,5.51724,1.97959,3.15382,-4.06945,7.44347,2.29968,-0.0452141,1.46061,4.61717,1.97287,-0.773065,-2.02556,-1.22725,3.25084,-6.56804,2.42122,5.00914,12.1742
-17.7356,0.849158,0.582431,3,7,0,31.5995,-2.4315,0.52229,2.58673,2.58789,1.94715,1.51102,4.18385,5.5452,-1.57061,-1.44916,0.333494,6.10876,-0.880064,10.5768,0.437843,5.26149,3.0445,1.83545,1.03066,5.72749,1.64447,6.40021,8.76695,3.83,10.3664,0.474848,-0.771877,-2.55156
-22.2824,0.864854,0.582431,3,7,0,35.123,2.44174,1.86022,1.63754,3.48957,0.522489,2.67928,1.58886,2.40064,3.61454,6.12096,5.15911,1.06078,2.77914,-7.24594,5.43076,1.97713,-0.313767,2.23869,4.31679,1.69751,-0.0139266,-3.22384,-9.21303,2.37954,-6.99272,1.35888,9.13462,11.1629
-17.116,0.908388,0.582431,3,7,0,41.7644,3.02598,1.12567,1.6333,3.41201,0.655088,2.30201,0.995717,2.40803,4.16158,4.98879,2.80179,3.78965,1.13497,-4.48498,4.48929,6.02474,1.43855,3.82658,6.39686,0.80805,-5.48727,-3.73448,-3.69513,4.45649,-0.567626,2.22077,10.0885,3.15029
-17.3563,0.839214,0.582431,3,7,0,36.5226,-2.18563,0.778521,1.95308,1.34019,0.133365,2.9556,5.53241,5.1609,-2.81241,3.22629,1.83916,3.95358,2.23747,4.80217,2.9277,5.60997,-2.29371,2.04681,0.039852,0.915972,-0.540831,3.375,3.57944,-7.92678,6.0806,8.6786,-5.80077,1.15693
-16.6241,0.998538,0.582431,3,7,0,32.0011,1.45838,-1.69302,2.13727,2.74478,1.75288,2.34041,1.51477,2.21339,1.87864,-0.849498,2.87061,5.68899,2.24148,4.67661,2.6353,7.76239,-4.55481,4.53873,4.96563,0.974476,2.36745,4.64712,15.7888,-1.04203,-1.12468,4.23562,7.26652,7.69998
-14.6646,1,0.582431,3,7,0,26.9181,1.41492,-1.35017,2.48659,2.53461,2.19683,2.63628,1.7231,2.33398,3.33658,0.773065,1.88422,4.92991,3.89236,6.29964,1.46156,6.1982,-1.64888,0.6918,0.204336,2.91375,3.97917,3.58432,14.4855,2.17062,-5.11534,5.52498,7.98832,4.47424
-12.2091,0.747022,0.582431,3,7,0,30.2785,-0.475099,1.17944,0.931408,2.52983,0.551845,2.25632,3.09644,3.53559,0.199513,4.24854,3.43901,4.82111,3.05868,4.93945,3.31627,2.13001,-3.99685,-2.46455,-7.11289,9.39207,6.53066,-8.56866,1.12794,4.58502,-6.03096,-1.9652,1.466,2.11805
-17.7621,0.749828,0.582431,3,7,0,30.5932,0.160215,2.17181,1.38771,1.40405,1.91319,1.10555,1.45245,4.81161,-0.259781,5.08981,2.43377,2.32885,4.13581,1.66182,3.96916,7.44288,-5.72464,2.75256,4.89113,12.0937,4.44433,1.99657,-6.56366,-3.94521,-11.4831,8.50967,2.1871,-2.19421
-18.073,0.992764,0.582431,3,7,0,28.0769,-0.417435,-0.406471,2.55041,4.45799,-0.194655,2.58881,4.16096,3.19499,2.31495,-0.626272,4.01327,6.15352,-2.59695,2.86445,3.68763,-0.403717,6.40387,1.95626,1.61171,-3.47204,-3.75634,2.29432,11.7016,11.2012,15.2064,-7.42907,4.46317,9.73198
-16.5429,1,0.582431,3,7,0,26.2812,0.45462,2.4184,1.07281,1.52774,1.96602,1.61641,1.79666,4.57531,-0.664243,3.56716,2.14421,1.8829,2.89958,1.12451,2.43666,8.25257,-4.5148,2.6505,3.52722,9.45334,5.00905,1.22599,-5.38382,-4.31255,-12.8472,13.0236,1.8645,-2.16774
-14.1988,0.991983,0.582431,3,7,0,28.0478,-0.512344,2.4514,1.08982,2.1673,1.42703,1.25515,2.67006,5.19465,-0.81176,2.98377,0.835733,0.763718,1.53976,2.00804,5.023,6.42678,-3.26496,-1.27835,1.85413,11.1198,6.05529,3.44384,-4.16234,0.541701,-9.57762,14.2766,4.69143,1.51642
-9.56811,0.990693,0.582431,3,7,0,22.7151,-0.292881,1.30928,2.42284,3.45838,2.00724,3.35518,2.11452,5.14953,1.76562,2.75279,0.0580901,0.662953,-1.69766,4.12147,6.19581,4.29417,0.889319,5.43933,4.13389,2.79951,7.7744,-0.376118,0.535714,-0.718264,-6.19499,2.31858,4.36547,7.40632
-12.5135,0.713182,0.582431,3,7,0,26.5365,2.17501,0.123577,1.46373,2.58109,-0.2839,1.84245,2.42453,3.59958,0.528032,3.55398,5.21989,8.25438,4.30973,2.94876,-0.200577,4.79104,1.23205,2.5407,1.32144,2.81127,0.310075,2.63834,2.55789,3.16417,-8.57271,-2.86214,-5.16062,-5.58139
-10.6082,0.921672,0.582431,3,7,0,24.8856,-1.92078,1.76051,2.62374,4.7389,1.55284,0.887122,3.5048,3.87124,1.56533,3.18085,-0.468812,4.22091,0.470896,0.460153,3.48151,6.75058,-0.395939,2.66436,5.89453,6.70965,-0.289951,-1.33684,3.22712,7.95025,-0.691396,10.2545,0.95537,13.9537
-13.7506,0.796238,0.582431,3,7,0,27.6252,0.863847,1.96204,1.03055,1.89901,0.149637,2.55914,1.96817,4.20052,2.09076,2.353,4.94969,3.34625,0.588668,1.31877,-2.43463,-1.26376,6.30501,-0.55465,1.94202,-3.01509,-2.50307,2.08991,12.9398,8.4105,3.09264,4.62528,-2.45348,-4.58531
-16.6189,0.758079,0.582431,3,7,0,30.6683,-0.754774,0.134211,3.03318,4.27445,1.97599,1.55424,3.49706,3.80092,-0.296648,2.57534,0.94044,5.86433,1.27299,2.91744,7.9655,8.99971,-2.01897,5.53995,3.07694,11.8226,3.04455,2.17325,-8.01693,-1.89875,3.38689,-0.195362,10.4504,19.0727
-13.8839,0.979534,0.582431,3,7,0,28.5887,-0.776826,-0.704544,0.787945,2.52743,0.288063,3.90283,2.85071,1.77644,3.0926,0.84749,2.56509,2.03467,2.41924,1.06903,1.7587,5.46739,6.65546,-1.37954,-0.51842,-0.312812,3.71399,4.68041,9.42875,1.62508,-3.76325,-3.59125,-4.40214,6.4854
-10.7948,0.899316,0.582431,3,7,0,27.2416,0.429429,2.70461,3.21394,3.51545,0.739054,0.181409,3.21043,5.23633,0.354337,1.56804,3.86667,5.96377,-0.440882,2.66811,3.21484,1.74186,-3.54545,1.42005,6.0963,10.5621,-2.00691,-1.58796,-3.34186,6.22279,5.69338,6.4689,9.21681,1.82633
-10.4864,0.887212,0.582431,3,7,0,23.9004,-0.729612,0.403963,1.01651,3.94707,0.683731,2.2649,4.29332,3.32789,1.55009,0.663841,3.88319,3.62168,6.75999,-2.67253,4.18269,5.19957,3.2232,1.63912,3.76915,-3.10281,6.51841,3.42133,0.474289,0.802811,3.58331,1.72416,-7.46824,2.73353
-17.9434,0.686086,0.582431,3,7,0,28.0365,-0.0743525,-0.247739,0.454605,2.86538,3.63086,1.46225,3.09081,3.85139,1.86303,2.06467,2.26936,1.82333,8.74347,4.8191,0.326817,2.75061,5.87121,0.320609,5.7396,8.46796,-9.0635,-0.480834,-3.7511,8.45135,-2.9353,-6.99185,6.76525,10.8417
-14.672,1,0.582431,3,7,0,30.1967,0.369153,2.02778,2.42555,2.87755,-0.352227,3.45578,3.57435,3.69644,0.637328,4.25123,0.924164,6.89038,-3.20668,3.06229,3.0913,6.10628,0.134199,6.73575,2.08072,0.134298,9.65242,8.0269,9.58029,-2.56419,-10.2909,11.0412,1.35802,0.665025
-15.6079,0.96114,0.582431,3,7,0,23.858,-0.262931,-0.137272,0.143118,3.49059,1.62362,0.773142,2.3436,3.99384,1.96068,0.547248,4.24965,1.95843,1.27225,0.0263039,0.638509,1.96422,1.99303,0.775919,3.97316,7.43208,-9.11042,-5.85777,-4.03545,12.6515,17.46,1.72821,4.68685,5.16293
-15.3697,0.95011,0.582431,3,7,0,30.4618,0.945605,2.23089,1.20326,1.62197,1.13806,2.63776,3.95713,4.10551,-1.42604,3.20087,3.06486,4.6349,4.59554,-4.16578,6.08192,1.99155,-3.25726,4.90173,9.92589,6.13281,0.54052,1.62605,14.7461,8.83963,6.08425,-0.0425514,0.669244,14.3047
-15.6224,0.875584,0.582431,3,7,0,33.3288,-1.51951,2.23569,1.2038,3.82659,0.925014,0.278319,3.05805,4.38956,3.17339,2.54061,0.630853,-0.842404,0.457703,0.705764,4.516,6.99187,4.45592,-0.987138,-1.70319,6.21861,-2.19501,4.59007,-7.08679,-1.43045,-7.2406,6.91582,7.62388,-1.71381
-10.6424,0.998876,0.582431,3,7,0,25.1672,1.53389,-0.195535,2.82602,3.67868,1.77397,3.17377,2.66397,4.17879,-0.0735968,-0.677424,4.73939,6.79064,3.24544,2.18523,0.468891,3.88663,2.97891,5.81647,6.7643,0.0544939,-5.73266,-1.97623,7.05311,2.38919,0.914752,-1.09867,-2.48184,9.54966
-11.689,0.824169,0.582431,3,7,0,23.5785,-2.15031,0.796943,1.75098,1.74724,1.03754,0.301584,3.61506,3.5089,-0.0751424,3.38725,1.53598,1.3284,1.30629,1.38853,1.84762,0.849016,-1.6358,-5.7891,0.847588,8.44672,2.41266,1.16496,-2.34328,2.92715,0.817048,-3.95074,-2.9299,1.49384
-20.1281,0.700264,0.582431,3,7,0,33.531,-1.52697,2.56606,3.3397,1.08179,-0.0119117,1.15855,2.1001,4.45731,1.18989,2.02625,2.32715,1.68377,4.34012,-0.419867,-3.21726,2.21942,7.10004,-6.05175,-3.74338,-0.306103,-0.54069,6.51883,9.3328,9.03158,3.49474,-0.205814,7.60384,16.6452
-17.1072,0.963383,0.582431,3,7,0,37.0462,0.578858,0.922482,0.149735,3.65113,3.35579,2.06898,2.49953,4.46449,1.98885,2.41952,5.36334,4.37206,1.08408,2.94675,7.69622,9.65799,-5.85238,8.96449,1.87821,5.39358,6.90609,-1.59214,-4.77549,0.623663,-9.81825,0.00852405,8.65903,-1.92533
-17.0153,0.987758,0.582431,3,7,0,32.7111,-0.441439,0.162466,3.25556,2.37966,0.401674,1.59982,2.77706,3.88045,-2.50923,1.29458,1.25012,6.53529,-1.1694,0.606789,-2.78321,2.77412,4.59725,-5.72703,7.2982,10.0141,-6.13556,-0.369906,10.7238,3.19491,11.723,13.8651,-1.37355,6.15097
-14.4831,0.974891,0.582431,3,7,0,24.8641,0.199513,1.83852,1.4503,3.82474,1.88208,2.55243,3.28072,3.99297,3.38186,2.18682,4.95819,1.39325,3.81708,3.81879,8.8937,6.10925,-3.62213,7.97302,-0.975221,1.08535,7.25016,4.39892,-4.57242,5.06378,-9.58109,-8.87628,7.99505,2.23262
-15.1804,0.954341,0.582431,3,7,0,28.7121,-0.305192,0.668191,2.52621,2.30379,0.49874,1.49873,3.17426,4.03538,-1.38322,2.50007,1.96132,6.49102,-1.90289,2.23613,-1.83148,0.778341,7.27134,-3.69663,6.8918,7.60316,-3.00841,0.251642,11.0291,3.94311,12.7101,16.9653,-3.63443,5.00248
-13.3875,0.953292,0.582431,3,7,0,24.5109,0.283355,1.32564,1.26294,3.4845,1.0561,1.89488,2.97043,3.75378,3.51393,0.88919,3.57349,1.50186,5.07591,1.20947,7.11957,4.78258,-4.50002,7.02223,0.824952,1.27822,5.16689,4.93945,-4.78392,3.73286,-10.7708,-12.0584,9.76623,2.91799
-18.9003,0.670338,0.582431,3,7,0,36.11,-0.219445,2.12415,2.2181,3.2509,1.66963,0.693624,1.97218,3.49127,0.0523184,4.24763,1.49658,11.1259,1.89533,7.62099,2.97637,2.89433,1.86023,0.649918,-0.474516,10.8555,-6.42255,-3.40801,11.8941,8.74923,-0.305714,11.6026,0.278497,7.3863
-17.453,0.990299,0.582431,3,7,0,30.9352,1.2328,-0.117532,1.41731,2.94297,-0.0366098,2.75123,3.79635,4.41998,1.74183,0.270011,4.85229,-3.0755,0.261954,-3.15652,3.12315,3.53382,-1.02961,4.43184,4.93252,-0.720149,8.47865,6.8096,-5.41494,-1.73572,2.2502,-6.41175,5.5152,0.732017
-18.1606,0.896078,0.582431,3,7,0,32.2548,-1.52492,2.12149,1.64446,3.03495,2.24327,1.2653,1.75353,3.32606,0.995404,4.11569,1.28,11.0345,2.04794,7.14085,2.3407,4.22844,1.91967,2.94566,0.377868,7.7026,-6.1795,-3.05294,12.3373,10.0607,-0.983039,9.0034,0.649181,6.02917
-17.2557,0.839413,0.582431,3,7,0,37.7319,1.28094,1.75392,1.94515,2.92237,0.539542,2.25942,1.99661,3.92945,-0.025936,-0.788707,6.98062,5.22845,-2.15471,-4.58338,0.423936,4.34354,0.697426,-3.15477,5.76019,1.28643,10.2702,12.5088,-0.361139,-3.85534,-3.40635,-0.792894,13.9482,7.39827
-19.5552,0.943741,0.582431,3,7,0,28.4139,-1.29735,-0.0599611,1.86679,3.34323,1.68666,1.75192,3.95765,4.09524,1.82708,4.20369,-1.22751,5.32549,3.54665,9.47175,6.10676,4.31885,2.1335,7.6144,0.684114,6.35739,-6.43212,-9.11888,6.68768,13.8336,8.2578,6.20362,-8.09515,-1.14861
-12.2632,1,0.582431,3,7,0,29.527,-1.31195,1.75238,1.56713,2.6975,0.149193,2.60142,4.20647,4.61398,2.23446,7.77545,2.27377,3.24454,3.34622,6.14098,6.639,4.22482,-0.092592,6.73516,2.15709,2.9722,4.21977,2.71399,7.72138,3.65684,6.96334,7.01145,-4.21908,4.31913
-12.0652,0.99297,0.582431,3,7,0,22.3985,1.32298,-0.567164,2.6004,3.56912,1.6567,1.37262,1.55253,3.37966,-0.192587,-3.72389,3.43522,4.89043,-0.697007,-0.963047,1.23654,3.24627,2.86513,-1.57354,4.24884,5.38932,-4.36909,1.9531,-0.335017,6.12867,-2.368,-1.97473,10.6235,2.55977
-11.9729,0.853954,0.582431,3,7,0,27.1026,1.24841,1.88095,0.810323,3.84076,0.477955,2.80868,2.93917,3.8367,-0.0541892,6.87986,0.937135,2.64468,3.19451,4.72828,6.44346,5.08963,-0.178535,7.12696,4.42104,-1.03687,4.03101,3.16459,3.97048,6.01576,3.56603,5.61076,5.23513,14.7653
-11.9867,0.993288,0.582431,3,7,0,23.3511,-1.74123,0.119084,2.78423,2.32245,1.20554,1.42276,2.64306,4.04724,1.74327,-2.75143,4.75813,5.40424,-0.338612,0.396049,-0.99809,2.28758,0.725281,-2.02396,-0.0273981,9.54746,-2.59726,1.05121,2.47711,2.27875,-1.27269,-3.21797,1.07168,-7.62284
-16.7077,0.751635,0.582431,3,7,0,31.7382,1.06996,2.33805,1.28934,3.66898,-0.349449,3.27253,2.05644,2.81999,1.98504,6.27578,4.01215,5.79677,0.599477,4.17329,3.73156,-0.0477639,5.37302,5.77568,9.20454,0.923212,1.82209,-2.30032,13.4797,4.11386,-3.40645,-3.74978,8.97298,14.063
-19.8144,0.905205,0.582431,3,7,0,34.0382,-1.35608,0.0645728,1.70947,2.83465,1.60039,0.637325,3.87705,5.38371,-2.56749,-2.11287,4.35885,2.71728,-2.95985,-0.854768,1.64776,8.64136,-1.61905,2.29798,5.5101,8.49988,-1.82531,1.14865,-12.3192,6.87257,-1.56629,15.9628,-1.67023,3.39167
-12.0465,1,0.582431,3,7,0,30.3449,0.607561,2.41196,1.74079,2.90884,0.370907,2.07011,0.936729,3.67421,3.3388,2.65593,4.43869,4.84566,2.70982,-0.580554,4.03142,4.15419,2.31902,10.174,4.29756,9.0289,-7.36272,0.543952,5.82972,-1.0941,-6.55015,2.78104,-1.12688,10.7068
-10.384,0.958228,0.582431,3,7,0,23.3852,-1.63348,1.83525,2.2787,2.65501,1.55036,1.77118,4.11729,4.48625,-0.129297,4.5909,3.06761,2.20712,3.40108,3.48732,2.81495,5.4038,0.41125,-5.12492,7.38911,-0.827938,3.67058,6.25574,-0.995226,9.78897,7.26707,0.575537,-2.54052,-0.68811
-10.4712,0.996562,0.582431,3,7,0,17.7134,1.58519,0.357743,1.74601,3.04199,0.482057,2.22092,1.87654,3.52696,1.9106,-0.448646,3.65279,4.4695,-1.61784,1.38546,2.31147,2.24335,0.948202,8.76485,-1.86337,7.63122,-3.67589,-2.31037,7.0185,-4.10562,-7.33149,1.06251,8.10518,7.54923
-9.7424,0.859743,0.582431,3,7,0,24.37,-1.04271,1.63913,2.4545,2.59918,1.18677,1.01258,3.69961,4.30359,0.599292,4.53383,2.3872,3.52833,2.85486,3.30336,4.50176,4.80404,1.32145,-4.09115,6.28191,3.57226,6.19501,9.54079,-1.41604,12.7605,8.80803,4.94792,-2.56711,0.540497
-11.365,0.781803,0.582431,3,7,0,22.8468,-0.939582,1.21096,2.5405,2.77249,0.248463,2.72566,4.26856,3.70524,-2.03122,-0.787118,3.5806,4.23552,3.67188,6.4735,2.40943,6.96594,4.00573,1.04574,-0.376942,5.9101,0.403486,4.27573,-5.22208,-0.775749,9.47339,8.84976,1.84547,11.5091
-11.2755,0.945703,0.582431,3,7,0,23.1357,-0.535197,0.625866,3.00208,3.74718,0.388277,2.25904,2.01842,3.33515,2.56527,4.17487,-0.264052,4.4481,-3.818,0.394731,-1.20561,-0.271102,-3.92507,2.52071,0.628132,4.78084,2.20784,1.0908,8.14388,6.63954,-4.64928,-4.50524,6.18547,-3.71611
-11.8763,0.974161,0.582431,3,7,0,22.0767,0.476623,1.37829,1.42345,2.46915,1.09049,1.49783,3.96892,4.04637,0.0686555,-1.57976,6.29007,3.59414,6.237,3.00164,6.76247,9.0437,6.28766,3.2344,5.59739,4.57579,0.0268689,4.12033,-1.38262,2.97323,6.32129,8.15871,-1.92909,12.5116
-9.96896,0.841272,0.582431,3,7,0,25.7861,-0.454586,1.73421,0.954125,3.23406,2.05248,1.67933,4.19991,4.30787,1.47334,2.33221,5.11519,2.47431,8.08093,3.53724,5.19294,7.97933,3.75697,1.29261,5.916,2.88548,0.227223,3.36975,-1.58163,4.01139,1.73515,3.89018,-4.00707,12.1717
-9.40486,0.965182,0.582431,3,7,0,18.6718,0.563801,0.277673,2.79522,2.57859,-0.427298,2.02861,1.95994,3.52325,0.166027,2.72375,1.14819,5.52343,-6.35239,0.529847,1.68858,0.776899,-0.36673,1.7574,1.60167,5.13194,2.74909,-0.424662,7.41458,5.75976,0.529914,0.472511,9.76708,-3.47523
-7.14003,0.598502,0.582431,3,7,0,29.8778,-0.40004,1.0092,1.00232,3.2075,2.48858,1.49452,3.79877,4.51694,2.19029,1.21898,3.7841,3.80543,6.05784,5.23586,1.67672,6.09537,3.13991,3.24328,5.22388,3.63938,-2.60561,4.00157,-0.721564,2.47662,-3.16345,0.685156,-2.33536,9.99815
-10.3041,0.731885,0.582431,3,7,0,19.7015,-0.58465,0.928167,0.65077,3.37664,2.56698,1.76362,4.74845,4.22039,1.23138,4.28171,3.5182,3.39318,3.72215,5.82402,4.92282,5.23085,1.53242,6.47062,4.33714,3.74002,-4.75169,4.02811,-2.85644,2.10305,-0.93539,0.370469,-6.93917,9.60336
-11.6311,0.730495,0.582431,3,7,0,28.2126,0.656747,1.07912,2.90187,2.07288,-0.229938,2.5467,1.30548,3.30297,0.787193,-0.224805,2.48519,4.63357,-2.11209,-2.09301,0.211629,2.49791,-0.0367816,3.09466,-0.384058,7.44124,7.58598,6.22204,8.67491,5.73174,3.03102,1.95919,14.7255,-2.37091
-10.2426,0.763939,0.582431,3,7,0,28.8677,-0.590617,0.921078,1.93377,4.09203,2.26838,1.89538,4.70987,5.0949,0.891686,3.18281,3.12939,3.41696,2.93011,6.67258,4.86329,4.13027,-1.00441,0.512588,1.93205,1.49185,-5.86088,-1.04217,-2.9801,1.72452,-0.762004,0.900645,-8.70003,9.54778
-9.02812,0.852192,0.582431,3,7,0,22.3579,-1.06846,0.825619,1.57003,2.27197,0.194469,1.54285,1.93626,3.46727,-0.405278,3.76567,1.21529,4.93154,-0.104344,3.91342,-1.31376,4.83282,2.23113,2.1186,2.31633,7.17271,10.3365,10.5244,5.19497,2.37511,0.30718,1.52344,8.85304,8.26718
-13.5418,0.90378,0.582431,3,7,0,20.4491,-0.398028,0.690168,1.62677,1.86519,1.51387,1.4436,2.05535,4.55913,-0.203605,0.927306,2.91594,3.47918,-3.66793,0.808805,-0.0448012,-0.747398,4.3156,4.6142,1.92421,9.33417,11.9333,3.85835,11.5087,3.65416,-3.38562,-8.25597,10.3861,10.1024
-10.3756,0.812315,0.582431,3,7,0,31.1385,0.438753,1.31237,2.52959,3.47717,0.769228,2.9731,3.73184,2.96216,1.69997,2.93878,3.01935,4.42848,5.71133,2.79709,5.07547,6.68134,-2.74287,0.632181,1.65091,-0.77422,-7.51962,0.898617,-5.56139,1.20833,5.51267,11.5484,-1.57601,-1.12888
-7.77808,0.869972,0.582431,3,7,0,22.3577,-1.04581,0.997381,2.07245,2.23068,1.83744,1.47248,3.45723,3.06462,0.0605642,1.54353,1.868,4.63695,3.06669,-1.95439,3.28615,4.29528,3.96968,8.39076,6.15092,1.29289,2.97654,6.00474,8.01173,5.16781,-3.08993,-6.32857,2.04101,7.88858
-5.99796,0.929073,0.582431,3,7,0,16.264,0.558222,1.17902,0.669566,3.75972,0.920927,1.91777,3.01179,3.907,1.61119,2.48979,4.71993,5.1096,-0.928569,5.46294,1.13799,5.00946,1.52387,-2.40036,3.54324,3.27021,-0.569006,3.28771,3.15137,0.130764,9.34579,1.36884,9.76937,-0.553614
-6.14292,0.824803,0.582431,3,7,0,16.4735,-0.253131,0.793899,3.33883,2.36292,1.0488,2.0402,3.27329,4.05692,0.362559,1.86096,1.85039,2.13927,2.68498,-1.71804,5.58498,3.58682,0.52833,6.18626,2.92552,4.22998,1.13053,0.549338,1.69166,9.55112,-7.43966,8.17748,-0.0816964,6.56393
-6.57044,0.670435,0.582431,3,7,0,22.6416,-0.412785,1.19908,1.77153,3.60689,0.725958,2.17756,2.92529,3.82648,3.28938,2.52665,4.28578,5.76851,-0.949285,4.94982,0.131349,4.80377,2.54596,-4.54107,3.15394,5.52068,2.09882,2.2789,4.42847,-2.2892,9.55877,-2.49978,2.91772,1.78807
-6.55648,0.854173,0.582431,3,7,0,16.9098,0.933709,1.20432,2.12612,2.23177,1.17424,2.01931,3.1094,4.14991,-1.06619,1.62907,1.16923,2.49767,2.99283,-0.00966199,6.35188,3.45231,1.87932,8.08304,2.27355,1.86503,2.33704,1.63604,-0.494395,9.03443,-8.11248,3.5493,4.49429,6.39528
-7.71386,0.659686,0.582431,3,7,0,25.0277,-1.09284,0.79818,1.9604,3.78712,0.61435,2.42918,3.15741,3.62506,3.45438,3.63249,5.25617,5.50774,1.23673,3.10252,-1.11537,3.73918,-1.68759,-1.01771,3.33358,8.13754,-0.596732,0.544796,6.60626,-0.975052,10.1001,0.904862,7.64096,0.696589
-13.0157,0.638454,0.582431,3,7,0,24.108,-1.10287,0.697674,2.06791,3.77934,0.185328,2.52546,3.51814,3.28912,1.1244,4.56434,3.889,5.16402,2.33678,1.69268,-1.67595,1.69182,-1.34356,-3.55791,1.05877,8.68406,-6.28402,-6.59756,9.91117,0.336006,14.3104,2.18965,0.965802,-0.405135
-14.0415,0.989836,0.582431,3,7,0,21.1158,0.938992,1.61589,1.9217,1.77069,1.74884,1.39918,2.70596,4.6835,0.773572,-0.655467,1.96192,3.7615,-0.533292,2.61642,7.31449,6.52766,1.95247,8.02465,3.84818,-1.09513,8.8483,9.59956,-6.2837,9.50493,-12.5102,1.34551,4.31012,6.18168
-11.0776,0.968683,0.582431,3,7,0,23.6956,-0.0078241,-0.761039,1.63876,3.12457,-0.298104,3.01858,2.9182,5.45072,2.2397,3.25544,3.04248,4.41709,3.50935,4.6989,5.24149,-1.0809,-0.473592,-0.931022,0.610011,0.775281,0.917558,-2.30636,11.4099,1.71427,0.170058,-3.34115,-0.682387,-3.74974
-9.96449,0.991138,0.582431,3,7,0,20.4155,-0.0458684,2.76553,2.17612,2.73678,2.50769,1.20667,3.11614,3.34312,0.517663,0.720834,3.13299,3.60233,0.707008,0.342962,0.674147,10.7044,2.99491,4.0808,4.85289,5.85824,1.13136,5.90944,-5.5055,6.55861,1.57383,5.54228,5.71517,11.7327
-9.40942,0.787391,0.582431,3,7,0,22.6693,0.22784,2.52054,1.6859,3.59497,2.75691,1.43758,3.50668,3.01752,-1.39678,2.34536,1.21509,4.31372,0.280732,0.620609,-1.62397,9.0603,0.150932,7.07321,5.18865,4.66767,2.76113,0.883294,-2.05723,4.95576,-1.47802,3.0933,3.6389,6.48018
-14.7445,0.792333,0.582431,3,7,0,24.9654,-0.0155687,1.72653,1.31227,3.58645,2.5376,1.38848,4.9255,3.35007,1.71784,3.20524,4.3679,5.29374,2.62952,5.29899,4.55914,2.29226,0.899485,9.26185,2.46893,11.5907,-5.97505,-3.40648,9.12063,1.34896,11.1619,-7.46496,-0.748281,6.95004
-13.3336,0.954511,0.582431,3,7,0,27.8675,0.397233,-0.36499,2.60713,2.49622,-0.149539,2.6312,1.40337,4.64153,-0.0345377,1.24308,3.66546,2.40476,-1.49296,-1.03797,1.43415,6.53267,-0.355215,-5.49404,3.61645,-3.18566,7.71822,7.63369,-1.1953,8.69682,-5.73845,11.3583,5.61426,5.512
-13.2212,0.663753,0.582431,3,7,0,37.1095,0.593878,2.37101,1.35552,3.44862,2.35672,1.57924,4.50384,4.50857,0.356008,4.21512,2.58542,5.59792,4.88943,3.20065,3.3777,2.86821,3.93,6.40047,5.71786,13.1295,-5.00615,-0.74124,7.13248,-0.730673,7.92021,-8.20057,3.31105,2.28314
-12.5846,1,0.582431,3,7,0,23.5304,-0.584854,0.0365266,2.65797,2.14034,-0.325024,2.54166,1.59088,3.48765,1.4711,-0.399304,3.03526,4.91964,-2.94797,2.33337,3.67579,6.57649,-0.953796,-2.32695,0.686675,-5.47462,7.16588,5.26881,-1.84372,6.96301,-1.73971,13.039,3.24211,4.39385
